bpm=67
1	 0.6	 0	 0	 0	 0	 0	 0
1	 0.6	 0	 0	 0	 0	 0	 0
1	 0.6	 0	 0	 0	 0	 0	 0
1	 0.6	 0	 0	 0	 0	 0	 0
2	 0.6	 0	 0	 0	 0	 0	 0
2	 0.6	 0	 0	 0	 0	 0	 0
2	 0.6	 0	 0	 0	 0	 0	 0
2	 0.6	 0	 0	 0	 0	 0	 0
3	 0.6	 0	 0	 0	 0	 0	 0
3	 0.6	 0	 0	 0	 0	 0	 0
3	 0.6	 0	 0	 0	 0	 0	 0
3	 0.6	 0	 0	 0	 0	 0	 0
4	 0.6	 5	 0	 0	 0	 0	 1
4	 0.6	 5	 0	 0	 0	 0	 1
4	 0.6	 5	 0	 0	 0	 0	 1
4	 0.6	 5	 0	 0	 0	 0	 1
5	 0.6	 8	 0	 0	 0	 1	 1
5	 0.6	 5	 0	 0	 0	 0	 1
5	 0.6	 5	 0	 0	 0	 1	 1
5	 0.6	 5	 1	 0	 0	 0	 1
6	 0.6	 5	 0	 0	 0	 1	 1
6	 0.6	 5	 0	 0	 0	 0	 1
6	 0.6	 5	 0	 0	 0	 1	 1
6	 0.6	 5	 1	 0	 0	 0	 1
7	 0.6	 5	 0	 0	 0	 1	 1
7	 0.6	 5	 0	 0	 0	 0	 1
7	 0.6	 5	 0	 0	 0	 1	 1
7	 0.6	 5	 1	 0	 0	 0	 1
8	 0.6	 5	 0	 0	 0	 1	 1
8	 0.6	 5	 0	 0	 0	 0	 1
8	 0.6	 5	 0	 0	 0	 1	 1
8	 0.6	 5	 1	 0	 0	 0	 1
